date,country,rank,previous_rank,total_points,previous_points,flagUrl,countryUrl,conf
2026-01-19,Canada,29,27,1559.15,1559.15,https://api.fifa.com/api/v3/picture/flags-sq-2/CAN,https://inside.fifa.com/fifa-world-ranking/CAN,CONCACAF
2026-01-19,Ukraine,30,28,1557.47,1557.47,https://api.fifa.com/api/v3/picture/flags-sq-2/UKR,https://inside.fifa.com/fifa-world-ranking/UKR,UEFA
2026-01-19,Egypt,31,35,1556.71,1515.18,https://api.fifa.com/api/v3/picture/flags-sq-2/EGY,https://inside.fifa.com/fifa-world-ranking/EGY,CAF
2026-01-19,Norway,32,29,1553.14,1553.14,https://api.fifa.com/api/v3/picture/flags-sq-2/NOR,https://inside.fifa.com/fifa-world-ranking/NOR,UEFA
2026-01-19,Panama,33,30,1539.47,1540.43,https://api.fifa.com/api/v3/picture/flags-sq-2/PAN,https://inside.fifa.com/fifa-world-ranking/PAN,CONCACAF
2026-01-19,Poland,34,31,1532.04,1532.04,https://api.fifa.com/api/v3/picture/flags-sq-2/POL,https://inside.fifa.com/fifa-world-ranking/POL,UEFA
2026-01-19,Wales,35,32,1529.71,1529.71,https://api.fifa.com/api/v3/picture/flags-sq-2/WAL,https://inside.fifa.com/fifa-world-ranking/WAL,UEFA
2026-01-19,Ivory Coast,37,42,1522.48,1489.59,https://api.fifa.com/api/v3/picture/flags-sq-2/CIV,https://inside.fifa.com/fifa-world-ranking/CIV,CAF
2026-01-19,Scotland,38,36,1506.77,1506.77,https://api.fifa.com/api/v3/picture/flags-sq-2/SCO,https://inside.fifa.com/fifa-world-ranking/SCO,UEFA
2026-01-19,Paraguay,40,39,1501.5,1501.5,https://api.fifa.com/api/v3/picture/flags-sq-2/PAR,https://inside.fifa.com/fifa-world-ranking/PAR,CONMEBOL
2026-01-19,Sweden,42,43,1487.13,1487.13,https://api.fifa.com/api/v3/picture/flags-sq-2/SWE,https://inside.fifa.com/fifa-world-ranking/SWE,UEFA
2026-01-19,Czech Republic,43,44,1487,1487,https://api.fifa.com/api/v3/picture/flags-sq-2/CZE,https://inside.fifa.com/fifa-world-ranking/CZE,UEFA
2026-01-19,Slovakia,44,45,1485.65,1485.65,https://api.fifa.com/api/v3/picture/flags-sq-2/SVK,https://inside.fifa.com/fifa-world-ranking/SVK,UEFA
2026-01-19,Tunisia,47,41,1479.04,1494.86,https://api.fifa.com/api/v3/picture/flags-sq-2/TUN,https://inside.fifa.com/fifa-world-ranking/TUN,CAF
2026-01-19,DR Congo,48,56,1468.22,1444.16,https://api.fifa.com/api/v3/picture/flags-sq-2/COD,https://inside.fifa.com/fifa-world-ranking/COD,CAF
2026-01-19,Romania,49,47,1465.78,1465.78,https://api.fifa.com/api/v3/picture/flags-sq-2/ROU,https://inside.fifa.com/fifa-world-ranking/ROU,UEFA
2026-01-19,Uzbekistan,52,50,1462.03,1462.03,https://api.fifa.com/api/v3/picture/flags-sq-2/UZB,https://inside.fifa.com/fifa-world-ranking/UZB,AFC
2026-01-19,Qatar,56,54,1454.96,1454.96,https://api.fifa.com/api/v3/picture/flags-sq-2/QAT,https://inside.fifa.com/fifa-world-ranking/QAT,AFC
2026-01-19,Iraq,58,58,1436.94,1436.94,https://api.fifa.com/api/v3/picture/flags-sq-2/IRQ,https://inside.fifa.com/fifa-world-ranking/IRQ,AFC
2026-01-19,Republic of Ireland,59,59,1436.04,1436.04,https://api.fifa.com/api/v3/picture/flags-sq-2/IRL,https://inside.fifa.com/fifa-world-ranking/IRL,UEFA
2026-01-19,South Africa,60,61,1432.76,1426.73,https://api.fifa.com/api/v3/picture/flags-sq-2/RSA,https://inside.fifa.com/fifa-world-ranking/RSA,CAF
2026-01-19,Saudi Arabia,61,60,1429.48,1429.48,https://api.fifa.com/api/v3/picture/flags-sq-2/KSA,https://inside.fifa.com/fifa-world-ranking/KSA,AFC
2026-01-19,Albania,63,63,1401.07,1401.07,https://api.fifa.com/api/v3/picture/flags-sq-2/ALB,https://inside.fifa.com/fifa-world-ranking/ALB,UEFA
2026-01-19,Jordan,64,64,1388.93,1388.93,https://api.fifa.com/api/v3/picture/flags-sq-2/JOR,https://inside.fifa.com/fifa-world-ranking/JOR,AFC
2026-01-19,North Macedonia,66,66,1378.57,1378.57,https://api.fifa.com/api/v3/picture/flags-sq-2/MKD,https://inside.fifa.com/fifa-world-ranking/MKD,UEFA
2026-01-19,Cape Verde,67,67,1370.49,1370.49,https://api.fifa.com/api/v3/picture/flags-sq-2/CPV,https://inside.fifa.com/fifa-world-ranking/CPV,CAF
2026-01-19,Northern Ireland,69,69,1366.02,1366.02,https://api.fifa.com/api/v3/picture/flags-sq-2/NIR,https://inside.fifa.com/fifa-world-ranking/NIR,UEFA
2026-01-19,Jamaica,70,70,1362.46,1362.46,https://api.fifa.com/api/v3/picture/flags-sq-2/JAM,https://inside.fifa.com/fifa-world-ranking/JAM,CONCACAF
2026-01-19,Bosnia and Herzegovina,71,71,1362.37,1362.37,https://api.fifa.com/api/v3/picture/flags-sq-2/BIH,https://inside.fifa.com/fifa-world-ranking/BIH,UEFA
2026-01-19,Ghana,72,72,1351.09,1351.09,https://api.fifa.com/api/v3/picture/flags-sq-2/GHA,https://inside.fifa.com/fifa-world-ranking/GHA,CAF
2026-01-19,Bolivia,76,76,1330.52,1329.56,https://api.fifa.com/api/v3/picture/flags-sq-2/BOL,https://inside.fifa.com/fifa-world-ranking/BOL,CONMEBOL
2026-01-19,Kosovo,79,80,1308.84,1308.84,https://api.fifa.com/api/v3/picture/flags-sq-2/KOS,https://inside.fifa.com/fifa-world-ranking/KOS,UEFA
2026-01-19,Curaçao,81,82,1302.7,1302.7,https://api.fifa.com/api/v3/picture/flags-sq-2/CUW,https://inside.fifa.com/fifa-world-ranking/CUW,CONCACAF
2026-01-19,Haiti,83,84,1294.49,1294.49,https://api.fifa.com/api/v3/picture/flags-sq-2/HAI,https://inside.fifa.com/fifa-world-ranking/HAI,CONCACAF
2026-01-19,New Zealand,85,87,1279.25,1279.25,https://api.fifa.com/api/v3/picture/flags-sq-2/NZL,https://inside.fifa.com/fifa-world-ranking/NZL,OFC
2026-01-19,Suriname,123,123,1140.54,1140.54,https://api.fifa.com/api/v3/picture/flags-sq-2/SUR,https://inside.fifa.com/fifa-world-ranking/SUR,CONCACAF
2026-01-19,New Caledonia,150,150,1042.62,1042.62,https://api.fifa.com/api/v3/picture/flags-sq-2/NCL,https://inside.fifa.com/fifa-world-ranking/NCL,OFC
