team_a,Algeria,Argentina,Australia,Austria,Belgium,Bosnia and Herzegovina,Brazil,Canada,Cape Verde,Colombia,Croatia,Curaçao,Czech Republic,DR Congo,Ecuador,Egypt,England,France,Germany,Ghana,Haiti,Iran,Iraq,Ivory Coast,Japan,Jordan,Mexico,Morocco,Netherlands,New Zealand,Norway,Panama,Paraguay,Portugal,Qatar,Saudi Arabia,Scotland,Senegal,South Africa,South Korea,Spain,Sweden,Switzerland,Tunisia,Turkey,United States,Uruguay,Uzbekistan
Ecuador,4.5136666666666665,4.4,4.232333333333333,4.075333333333333,4.222666666666667,3.863333333333333,4.9863333333333335,4.46,4.286,5.188,4.281,4.0696666666666665,3.892333333333333,3.9623333333333335,,4.6146666666666665,5.329,4.663333333333333,4.102,4.043333333333333,4.219333333333333,4.253333333333333,4.359,4.7476666666666665,3.9943333333333335,3.924,4.067,4.191666666666666,4.828666666666667,3.889666666666667,4.228,4.667666666666666,5.766333333333334,4.108666666666666,4.116333333333333,4.208,4.2683333333333335,3.941666666666667,3.980333333333333,4.412,4.556333333333333,4.090333333333334,3.843,4.474666666666667,4.223333333333334,3.8726666666666665,4.580666666666667,4.190666666666667
Egypt,4.454666666666666,5.109,4.694,4.679666666666667,3.987333333333333,4.173,3.9743333333333335,4.836,4.704666666666666,4.326333333333333,3.984333333333333,4.009333333333333,3.944,3.831333333333333,4.6146666666666665,,4.015666666666666,4.191,4.258333333333334,3.939,4.666,4.1866666666666665,4.171,4.232666666666667,4.096666666666667,4.469333333333333,3.862333333333333,4.226333333333334,4.400333333333333,3.8846666666666665,4.098,4.468,4.094666666666667,4.185,4.2956666666666665,4.243,3.996333333333333,3.802666666666666,4.137,4.219333333333333,4.1706666666666665,3.9306666666666663,3.383,4.145,4.097,4.012666666666667,3.894333333333333,4.026
England,4.112,3.8133333333333335,3.999333333333333,4.457666666666666,4.184333333333333,5.07,4.4463333333333335,4.233666666666666,4.882,4.629666666666667,3.806,5.447,5.152666666666667,5.038,5.329,4.015666666666666,,4.601666666666667,4.815333333333333,4.208,4.877666666666666,4.176,4.894666666666667,4.565333333333333,3.945666666666667,5.219666666666667,4.018666666666666,4.536,4.313,3.967,4.708,4.085333333333334,4.825,5.102333333333333,4.661333333333333,4.763333333333334,4.504333333333333,4.325333333333333,5.029,4.355666666666667,4.564,4.647666666666667,4.675666666666666,4.613333333333333,4.472333333333333,4.255,4.169666666666667,4.701
France,4.1146666666666665,4.179,4.301,4.39,3.911,4.681666666666667,4.286,4.112,5.1946666666666665,4.413333333333333,3.793333333333333,5.461666666666667,4.886,4.589666666666667,4.663333333333333,4.191,4.601666666666667,,4.673333333333333,4.527,4.754666666666667,4.327333333333334,5.178333333333334,4.718666666666667,4.472333333333333,5.035666666666667,4.421666666666667,4.749666666666666,4.343333333333334,4.2603333333333335,4.807,4.400333333333333,4.925,5.363666666666667,4.841333333333333,5.051,5.111666666666666,4.209,5.273333333333333,4.288,4.172,5.605333333333333,4.837666666666666,5.029,4.739,4.458333333333333,4.424333333333333,4.763
Germany,4.669,4.534,4.459333333333333,3.8756666666666666,4.812666666666667,4.248,4.935666666666667,4.674,4.248333333333333,4.3213333333333335,4.458666666666667,4.503,4.058666666666666,4.426666666666667,4.102,4.258333333333334,4.815333333333333,4.673333333333333,,3.800333333333333,4.981,4.188,4.554,3.948333333333333,4.461666666666667,4.874333333333333,4.232333333333333,4.287,3.5716666666666668,3.999333333333333,3.880333333333333,3.8406666666666665,4.679,3.751333333333333,4.758333333333334,4.637,4.43,4.314666666666667,4.733333333333333,4.831333333333333,4.016666666666667,4.486,3.802333333333333,4.791333333333333,4.155,4.487666666666667,4.130333333333334,3.989
Ghana,4.0296666666666665,4.664333333333333,3.8966666666666665,3.889,4.169,3.961333333333333,3.7523333333333335,3.7316666666666665,4.325666666666667,3.991333333333333,4.232,4.065,4.378666666666667,4.728666666666666,4.043333333333333,3.939,4.208,4.527,3.800333333333333,,4.199333333333334,4.863666666666667,4.774666666666667,4.782,4.539333333333333,4.39,3.847333333333333,4.950333333333333,4.264666666666667,4.346666666666667,4.0696666666666665,4.716,4.427666666666667,4.211666666666667,4.484333333333334,4.657666666666667,4.58,3.937333333333333,3.748,4.7363333333333335,5.033666666666667,4.616666666666666,3.4026666666666667,4.629,4.531333333333333,3.873,4.095666666666666,3.7116666666666656
Haiti,4.222666666666667,4.828,4.366333333333333,4.023333333333333,5.096,4.109,4.771,4.082,4.211666666666667,4.679666666666667,5.052666666666667,4.177,3.872333333333333,4.117,4.219333333333333,4.666,4.877666666666666,4.754666666666667,4.981,4.199333333333334,,4.2636666666666665,4.258666666666667,4.272,4.329666666666666,3.759,4.574333333333334,4.524,5.141,3.985333333333333,4.425,4.067333333333333,4.007333333333333,4.767,3.789,4.051666666666667,3.9716666666666662,4.539,3.979,4.168333333333333,5.286666666666667,3.853,4.832,4.154333333333334,4.0263333333333335,4.487666666666667,4.347333333333333,4.373333333333333
Iran,4.607,4.5023333333333335,4.436333333333334,4.237,4.044,4.1593333333333335,4.49,4.658333333333333,4.752,4.487333333333333,4.216333333333333,4.224333333333333,4.283,4.288,4.253333333333333,4.1866666666666665,4.176,4.327333333333334,4.188,4.863666666666667,4.2636666666666665,,6.485,4.711666666666667,4.548,4.203666666666667,4.023666666666666,4.401666666666666,3.836333333333333,3.722333333333333,4.253333333333333,4.692333333333333,4.037,4.566666666666666,6.32,4.663333333333333,4.133333333333334,4.365666666666667,4.262666666666667,6.069,4.320333333333333,4.087666666666666,4.023333333333333,4.343333333333334,4.439,4.2556666666666665,4.261666666666667,4.874
Iraq,4.511333333333333,5.406666666666666,4.325333333333333,4.298666666666667,4.645333333333333,3.929333333333333,4.027,4.649333333333334,4.791666666666667,4.252666666666666,4.707333333333334,4.250333333333334,4.553333333333334,4.641666666666667,4.359,4.171,4.894666666666667,5.178333333333334,4.554,4.774666666666667,4.258666666666667,6.485,,3.893,4.3486666666666665,5.624333333333333,4.462666666666666,4.323,4.980333333333333,3.9823333333333335,4.017,3.8613333333333335,3.955,4.182666666666667,3.68,6.288333333333333,3.712666666666667,3.936,4.084,4.1113333333333335,4.972333333333333,3.9076666666666666,4.644333333333333,4.181,3.7616666666666663,4.003,3.865666666666667,3.877
Ivory Coast,5.138333333333334,5.041,4.531333333333333,4.613666666666667,4.172333333333333,3.993333333333333,4.185,4.818333333333333,4.410666666666667,3.889666666666667,4.207666666666666,4.346333333333333,4.242333333333334,3.879333333333333,4.7476666666666665,4.232666666666667,4.565333333333333,4.718666666666667,3.948333333333333,4.782,4.272,4.711666666666667,3.893,,4.325333333333333,4.0376666666666665,4.125333333333334,4.194,4.271,4.079666666666666,4.119666666666666,4.7843333333333335,4.507333333333333,4.346,4.2156666666666665,4.403666666666667,4.480666666666667,4.498666666666667,4.435,4.271,4.428,4.530666666666667,3.685,4.876666666666667,4.261666666666667,4.448666666666667,4.295333333333334,4.190333333333333
Japan,4.530666666666667,4.499333333333333,4.455333333333333,3.989,4.554666666666667,4.397333333333333,5.580333333333333,4.400666666666667,4.445666666666667,4.908,4.660666666666667,4.486,4.038,4.008,3.9943333333333335,4.096666666666667,3.945666666666667,4.472333333333333,4.461666666666667,4.539333333333333,4.329666666666666,4.548,4.3486666666666665,4.325333333333333,,4.2396666666666665,4.533666666666667,4.479666666666667,3.5636666666666668,4.199,4.334333333333333,4.702,4.629333333333333,4.422666666666666,4.436333333333334,5.245666666666667,4.115666666666667,4.483666666666666,4.735666666666667,4.938,3.947333333333333,4.461666666666667,4.098333333333334,4.293333333333333,4.177666666666667,4.660333333333333,4.453666666666667,4.601
Jordan,4.024333333333334,5.124,4.157333333333334,4.150333333333333,4.908333333333333,4.2156666666666665,4.550333333333334,4.047,4.253,4.541666666666667,4.886333333333333,3.894333333333333,4.249666666666666,4.122333333333334,3.924,4.469333333333333,5.219666666666667,5.035666666666667,4.874333333333333,4.39,3.759,4.203666666666667,5.624333333333333,4.0376666666666665,4.2396666666666665,,4.132666666666666,4.391666666666667,5.248,4.227333333333333,4.046666666666667,4.050333333333334,3.803333333333333,4.677333333333333,3.832,4.209,3.7756666666666665,4.078666666666667,4.163,3.859,4.873666666666667,3.765,4.546333333333333,4.087,3.807,3.915666666666666,4.191666666666666,3.7746666666666666
Mexico,4.386333333333333,4.315666666666667,3.991333333333333,3.888,4.225333333333333,4.304,4.551,4.915333333333334,3.8886666666666665,4.242333333333334,4.503333333333333,4.596333333333333,4.36,4.068,4.067,3.862333333333333,4.018666666666666,4.421666666666667,4.232333333333333,3.847333333333333,4.574333333333334,4.023666666666666,4.462666666666666,4.125333333333334,4.533666666666667,4.132666666666666,,4.015,3.6576666666666666,3.974,3.9106666666666663,7.417666666666666,4.056,4.436,4.507333333333333,3.945333333333333,4.1146666666666665,4.394,4.741,4.79,4.056333333333333,4.719,4.042666666666666,4.22,4.054,6.062333333333333,4.362,4.085666666666667
Morocco,4.5953333333333335,4.0263333333333335,4.228,4.048,4.487,4.544,4.769666666666667,4.361,4.317,4.062,4.328333333333333,4.504333333333333,4.69,4.124333333333333,4.191666666666666,4.226333333333334,4.536,4.749666666666666,4.287,4.950333333333333,4.524,4.401666666666666,4.323,4.194,4.479666666666667,4.391666666666667,4.015,,4.214333333333333,4.428,4.291666666666667,4.298,4.985666666666667,4.596,4.912,4.794,4.789333333333333,4.729333333333333,4.273333333333333,4.3646666666666665,4.091333333333333,5.232,4.077,4.450333333333333,4.28,4.539666666666666,4.280666666666667,4.239333333333334
Netherlands,4.184,4.097,4.178333333333334,4.447666666666667,4.0296666666666665,5.107,4.037333333333334,4.226333333333334,4.834,3.8666666666666663,3.735,5.06,4.965333333333334,4.577,4.828666666666667,4.400333333333333,4.313,4.343333333333334,3.5716666666666668,4.264666666666667,5.141,3.836333333333333,4.980333333333333,4.271,3.5636666666666668,5.248,3.6576666666666666,4.214333333333333,,3.9076666666666666,4.409,4.326333333333333,4.6193333333333335,5.459,4.419666666666667,4.366,4.269666666666667,4.951666666666667,4.391333333333334,4.61,4.453333333333333,4.300666666666666,4.109333333333334,4.117333333333334,4.049666666666667,4.786,4.687666666666667,3.976
New Zealand,4.218,4.271,4.589,3.867333333333333,4.119666666666666,4.299333333333333,3.7003333333333335,4.0056666666666665,4.292,3.8466666666666662,4.381,4.192333333333333,3.754333333333333,3.643,3.889666666666667,3.8846666666666665,3.967,4.2603333333333335,3.999333333333333,4.346666666666667,3.985333333333333,3.722333333333333,3.9823333333333335,4.079666666666666,4.199,4.227333333333333,3.974,4.428,3.9076666666666666,,4.177,4.82,4.137666666666667,4.264666666666667,4.3406666666666665,4.794333333333333,4.811,4.203,4.311,4.2716666666666665,5.206333333333333,4.640333333333333,4.481333333333334,4.676333333333333,4.502666666666666,3.968333333333333,3.907,3.5556666666666668
Norway,4.4366666666666665,5.247333333333334,4.301666666666667,4.314666666666667,4.091333333333333,4.327,3.707666666666667,4.286333333333333,3.967333333333333,3.744666666666667,4.042666666666666,4.085666666666667,4.009666666666667,3.865666666666667,4.228,4.098,4.708,4.807,3.880333333333333,4.0696666666666665,4.425,4.253333333333333,4.017,4.119666666666666,4.334333333333333,4.046666666666667,3.9106666666666663,4.291666666666667,4.409,4.177,,4.623,4.362666666666667,4.583333333333333,4.233666666666666,4.461666666666667,4.577333333333334,4.38,4.105333333333333,4.358,4.226333333333334,4.788333333333333,3.6786666666666665,4.641,4.33,4.2556666666666665,4.1353333333333335,4.235333333333333
Panama,4.942333333333333,4.833,4.658,4.565666666666667,4.046,4.077,4.003,4.287333333333334,4.745333333333333,4.461,3.952,4.310333333333333,4.051333333333333,4.060666666666667,4.667666666666666,4.468,4.085333333333334,4.400333333333333,3.8406666666666665,4.716,4.067333333333333,4.692333333333333,3.8613333333333335,4.7843333333333335,4.702,4.050333333333334,7.417666666666666,4.298,4.326333333333333,4.82,4.623,,4.206666666666667,4.118333333333333,4.320333333333333,4.145333333333333,4.226333333333334,4.229333333333333,4.115,4.240333333333333,4.107,4.006,3.478333333333333,4.191666666666666,4.092666666666666,6.019666666666667,3.934,3.861
Paraguay,4.442333333333333,4.681333333333333,4.116,4.181,4.849,3.9526666666666666,4.964333333333333,4.336,4.248,4.764333333333333,4.738,3.893666666666667,4.356,4.092666666666666,5.766333333333334,4.094666666666667,4.825,4.925,4.679,4.427666666666667,4.007333333333333,4.037,3.955,4.507333333333333,4.629333333333333,3.803333333333333,4.056,4.985666666666667,4.6193333333333335,4.137666666666667,4.362666666666667,4.206666666666667,,4.219,4.664333333333333,4.835666666666667,4.619,4.332333333333334,4.647333333333333,4.240333333333333,4.264666666666667,4.625666666666667,4.035666666666667,4.733666666666666,4.062333333333333,4.528333333333333,5.244,4.571666666666666
Portugal,4.491666666666666,4.063,4.417,4.195333333333333,4.375666666666667,4.506666666666667,4.695,4.526666666666666,4.254,3.9423333333333335,4.462666666666666,4.649,4.111666666666666,4.056666666666667,4.108666666666666,4.185,5.102333333333333,5.363666666666667,3.751333333333333,4.211666666666667,4.767,4.566666666666666,4.182666666666667,4.346,4.422666666666666,4.677333333333333,4.436,4.596,5.459,4.264666666666667,4.583333333333333,4.118333333333333,4.219,,4.947,4.850666666666666,5.024,4.327,4.781,4.012,3.723,4.757666666666666,4.054666666666667,4.901666666666666,4.542333333333334,4.210333333333334,4.11,4.412333333333334
Qatar,4.206666666666667,5.174333333333333,4.022333333333333,4.193666666666667,4.804333333333333,3.7006666666666663,4.273333333333333,4.398666666666666,4.147333333333333,4.458666666666667,4.850666666666666,3.790666666666666,4.375333333333334,4.148666666666666,4.116333333333333,4.2956666666666665,4.661333333333333,4.841333333333333,4.758333333333334,4.484333333333334,3.789,6.32,3.68,4.2156666666666665,4.436333333333334,3.832,4.507333333333333,4.912,4.419666666666667,4.3406666666666665,4.233666666666666,4.320333333333333,4.664333333333333,4.947,,4.696666666666666,4.158,4.342666666666666,4.501666666666667,4.048,4.432,4.023666666666666,4.673666666666667,4.486666666666666,3.9366666666666665,4.135,3.9766666666666666,5.302333333333333
Saudi Arabia,4.472,5.469333333333333,4.536,4.236,4.6866666666666665,4.118333333333333,4.357666666666667,4.479333333333333,4.857333333333333,4.356,4.591666666666667,4.181333333333333,4.38,4.492,4.208,4.243,4.763333333333334,5.051,4.637,4.657666666666667,4.051666666666667,4.663333333333333,6.288333333333333,4.403666666666667,5.245666666666667,4.209,3.945333333333333,4.794,4.366,4.794333333333333,4.461666666666667,4.145333333333333,4.835666666666667,4.850666666666666,4.696666666666666,,3.708,3.85,4.222666666666667,3.78,4.775,3.855,4.781,4.120333333333333,3.767333333333333,3.9726666666666666,3.888,3.541
Scotland,4.466333333333333,5.46,4.083666666666667,4.218666666666667,4.503666666666667,3.802666666666666,4.251666666666667,4.65,4.569,4.38,4.057,3.8596666666666666,4.199666666666666,4.066,4.2683333333333335,3.996333333333333,4.504333333333333,5.111666666666666,4.43,4.58,3.9716666666666662,4.133333333333334,3.712666666666667,4.480666666666667,4.115666666666667,3.7756666666666665,4.1146666666666665,4.789333333333333,4.269666666666667,4.811,4.577333333333334,4.226333333333334,4.619,5.024,4.158,3.708,,3.937666666666667,4.168,4.089333333333333,4.699333333333334,4.231,3.970666666666667,4.701,3.715,4.006,3.822333333333333,4.31
Senegal,4.41,4.39,4.281,4.075,4.688,4.277,4.824333333333334,4.6353333333333335,3.962,4.213,4.425333333333334,4.445666666666667,4.344333333333333,4.250333333333334,3.941666666666667,3.802666666666666,4.325333333333333,4.209,4.314666666666667,3.937333333333333,4.539,4.365666666666667,3.936,4.498666666666667,4.483666666666666,4.078666666666667,4.394,4.729333333333333,4.951666666666667,4.203,4.38,4.229333333333333,4.332333333333334,4.327,4.342666666666666,3.85,3.937666666666667,,4.153,4.5776666666666666,3.965,4.931333333333333,3.947,4.637,4.008666666666667,4.599666666666667,4.236,3.8413333333333335
South Africa,4.444,5.4526666666666666,4.172333333333333,3.962,4.773,3.921,4.235666666666667,4.127,4.347666666666667,4.608333333333333,4.734666666666667,4.077,4.224333333333333,4.331666666666667,3.980333333333333,4.137,5.029,5.273333333333333,4.733333333333333,3.748,3.979,4.262666666666667,4.084,4.435,4.735666666666667,4.163,4.741,4.273333333333333,4.391333333333334,4.311,4.105333333333333,4.115,4.647333333333333,4.781,4.501666666666667,4.222666666666667,4.168,4.153,,4.383,4.361666666666666,4.322,4.807333333333333,4.6706666666666665,4.42,4.241666666666666,4.055,4.067
South Korea,4.758333333333334,4.734,4.16,4.453333333333333,4.280666666666667,4.214666666666667,4.376,4.45,4.596333333333333,4.397333333333333,4.207,4.074,3.974666666666667,4.042666666666666,4.412,4.219333333333333,4.355666666666667,4.288,4.831333333333333,4.7363333333333335,4.168333333333333,6.069,4.1113333333333335,4.271,4.938,3.859,4.79,4.3646666666666665,4.61,4.2716666666666665,4.358,4.240333333333333,4.240333333333333,4.012,4.048,3.78,4.089333333333333,4.5776666666666666,4.383,,3.9876666666666662,4.275333333333333,3.811333333333333,4.113666666666667,4.076,3.858333333333333,3.8216666666666663,4.121666666666667
Spain,4.105,4.096333333333333,4.175,4.151,3.9726666666666666,4.603,4.123666666666667,4.242,5.447666666666667,4.248333333333333,3.571333333333333,5.585333333333334,4.517,4.483,4.556333333333333,4.1706666666666665,4.564,4.172,4.016666666666667,5.033666666666667,5.286666666666667,4.320333333333333,4.972333333333333,4.428,3.947333333333333,4.873666666666667,4.056333333333333,4.091333333333333,4.453333333333333,5.206333333333333,4.226333333333334,4.107,4.264666666666667,3.723,4.432,4.775,4.699333333333334,3.965,4.361666666666666,3.9876666666666662,,5.0023333333333335,4.9736666666666665,4.971666666666667,4.474666666666667,4.256333333333333,4.561,4.652333333333333
Sweden,4.285,5.847,3.986666666666667,4.3486666666666665,4.823666666666667,3.794666666666666,4.716333333333333,4.316333333333334,4.562666666666667,4.821,5.0456666666666665,3.837666666666667,4.258,4.164333333333333,4.090333333333334,3.9306666666666663,4.647666666666667,5.605333333333333,4.486,4.616666666666666,3.853,4.087666666666666,3.9076666666666666,4.530666666666667,4.461666666666667,3.765,4.719,5.232,4.300666666666666,4.640333333333333,4.788333333333333,4.006,4.625666666666667,4.757666666666666,4.023666666666666,3.855,4.231,4.931333333333333,4.322,4.275333333333333,5.0023333333333335,,4.500666666666667,4.251,3.6536666666666666,4.053,4.009,3.8596666666666666
